campaign,market,vendor,Media,comm,grp,date,time,length,day
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122412D,0.6,12/24/2012,6:42 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122412D,1.4,12/24/2012,1:43 PM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122412D,1.7,12/24/2012,7:20 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122012C,1.9,12/24/2012,8:42 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012F,1.9,12/24/2012,9:20 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS2012B,2,12/24/2012,11:43 AM,30,monday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.5,12/26/2012,9:20 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,0.5,12/26/2012,7:43 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.6,12/26/2012,8:42 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.8,12/26/2012,3:45 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/26/2012,4:43 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/26/2012,5:24 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,1.4,12/26/2012,1:48 PM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.7,12/26/2012,7:42 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.9,12/26/2012,9:45 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,2,12/26/2012,10:20 AM,30,wednesday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,0.5,12/27/2012,7:42 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.6,12/27/2012,8:43 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.8,12/27/2012,3:42 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.9,12/27/2012,2:45 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/27/2012,4:48 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/27/2012,5:23 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.7,12/27/2012,7:20 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.9,12/27/2012,8:44 AM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,2,12/27/2012,12:42 PM,30,thursday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.2,12/28/2012,11:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,0.5,12/28/2012,9:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,0.6,12/28/2012,8:20 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.8,12/28/2012,3:25 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,1.1,12/28/2012,4:25 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/28/2012,5:23 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,1.4,12/28/2012,1:43 PM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,1.9,12/28/2012,8:42 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.9,12/28/2012,9:42 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,2,12/28/2012,10:26 AM,30,friday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,0.5,12/29/2012,8:20 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,0.5,12/29/2012,3:25 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712C,0.6,12/29/2012,9:20 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.8,12/29/2012,5:43 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,0.8,12/29/2012,7:43 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS080612D,0.8,12/29/2012,5:21 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,0.9,12/29/2012,12:20 PM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS122712D,1.1,12/29/2012,11:21 AM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,1.3,12/29/2012,10:21 AM,30,saturday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.5,12/30/2012,1:20 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.6,12/30/2012,3:43 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.6,12/30/2012,5:42 PM,30,sunday
12 Radio EM December,dallas (hisp) ppm,KNOR-FM,R,CNS030112C,0.7,12/30/2012,4:23 PM,30,sunday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,0.2,12/12/2012,4:17 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,0.7,12/12/2012,1:25 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.4,12/12/2012,7:17 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.7,12/12/2012,8:20 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.7,12/12/2012,8:59 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.7,12/12/2012,10:00 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.3,12/13/2012,1:08 PM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.9,12/13/2012,10:59 AM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,2,12/13/2012,8:58 AM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,2.2,12/13/2012,7:58 AM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,0.6,12/14/2012,3:32 PM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1,12/14/2012,2:34 PM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.7,12/14/2012,11:14 AM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,2.2,12/14/2012,7:54 AM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,2.4,12/14/2012,8:18 AM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,2.4,12/14/2012,8:59 AM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,2.6,12/14/2012,9:57 AM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.6,12/15/2012,9:18 AM,30,saturday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,2.4,12/15/2012,8:43 AM,30,saturday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,3.2,12/16/2012,12:20 PM,30,sunday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,3.2,12/16/2012,1:28 PM,30,sunday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,3.3,12/16/2012,2:26 PM,30,sunday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,0.9,12/17/2012,3:16 PM,30,monday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,2.1,12/17/2012,10:54 AM,30,monday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,0.2,12/19/2012,4:32 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,0.7,12/19/2012,1:26 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.4,12/19/2012,7:59 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.7,12/19/2012,8:59 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,0.4,12/20/2012,4:13 PM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1,12/20/2012,2:32 PM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.3,12/20/2012,1:27 PM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1.9,12/20/2012,10:13 AM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,2.2,12/20/2012,7:56 AM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,0.6,12/21/2012,3:22 PM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,1,12/21/2012,2:31 PM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNSELPA30D,2.4,12/21/2012,8:54 AM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS122312D,3.2,12/23/2012,12:24 PM,30,sunday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS122312D,3.3,12/23/2012,2:22 PM,30,sunday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS122312D,2.2,12/24/2012,7:54 AM,30,monday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS122312D,2.4,12/24/2012,9:13 AM,30,monday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS030112C,1,12/27/2012,2:45 PM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS080612D,1,12/27/2012,2:30 PM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS122612C,1.3,12/27/2012,11:28 AM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS122612D,2,12/27/2012,8:14 AM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS122612D,2.2,12/27/2012,7:52 AM,30,thursday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS122612D,0.5,12/28/2012,4:10 PM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS122612D,2.4,12/28/2012,8:54 AM,30,friday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS030112C,3.2,12/30/2012,1:23 PM,30,sunday
12 Radio EM December,el paso (las cruces),KBNA-FM,R,CNS030112C,3.3,12/30/2012,2:22 PM,30,sunday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.2,11/28/2012,8:32 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.5,11/28/2012,7:32 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.2,11/28/2012,9:32 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.2,11/28/2012,3:37 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.4,11/28/2012,8:16 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.5,11/28/2012,10:30 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.6,11/28/2012,2:33 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.9,11/28/2012,4:17 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.1,11/29/2012,7:14 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.6,11/29/2012,8:14 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.8,11/29/2012,9:24 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.9,11/29/2012,5:30 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.5,11/29/2012,9:15 AM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.5,11/29/2012,3:13 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,11/29/2012,8:17 AM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,11/29/2012,8:38 AM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,11/29/2012,10:14 AM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,11/29/2012,11:12 AM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,11/29/2012,4:32 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.2,11/30/2012,7:14 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.2,11/30/2012,7:31 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.6,11/30/2012,9:15 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.6,11/30/2012,11:33 AM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.8,11/30/2012,9:16 AM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.3,11/30/2012,5:17 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.6,11/30/2012,4:19 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,11/30/2012,7:15 AM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,11/30/2012,7:35 AM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,11/30/2012,12:19 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,2,11/30/2012,3:16 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.5,12/1/2012,7:19 AM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.6,12/1/2012,5:14 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.6,12/1/2012,6:15 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.6,12/1/2012,6:32 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.9,12/1/2012,8:36 AM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.2,12/1/2012,4:34 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.8,12/1/2012,9:35 AM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.8,12/1/2012,2:17 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,2,12/1/2012,1:16 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,2,12/1/2012,1:38 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,2.1,12/1/2012,3:33 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.3,12/2/2012,12:51 PM,30,sunday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.6,12/2/2012,11:29 AM,30,sunday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.8,12/2/2012,8:50 AM,30,sunday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.8,12/2/2012,9:31 AM,30,sunday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.1,12/5/2012,9:16 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.1,12/5/2012,9:30 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.1,12/5/2012,5:35 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.2,12/5/2012,9:16 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.2,12/5/2012,3:33 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.4,12/5/2012,8:19 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.4,12/5/2012,11:16 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.4,12/5/2012,12:36 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.9,12/5/2012,4:34 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.6,12/6/2012,8:12 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.8,12/6/2012,9:12 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.8,12/6/2012,9:31 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.9,12/6/2012,5:09 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.9,12/6/2012,5:31 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.2,12/6/2012,7:18 AM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.2,12/6/2012,7:36 AM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,12/6/2012,8:36 AM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,12/6/2012,4:15 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,2.2,12/6/2012,1:13 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,2.2,12/6/2012,2:16 PM,30,thursday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.2,12/7/2012,7:16 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.4,12/7/2012,8:17 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.4,12/7/2012,8:32 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.6,12/7/2012,10:17 AM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.6,12/7/2012,10:38 AM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.8,12/7/2012,9:35 AM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,0.9,12/7/2012,8:14 AM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.3,12/7/2012,5:35 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,1.7,12/7/2012,7:35 AM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30C,2,12/7/2012,3:18 PM,30,friday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,0.5,12/8/2012,7:15 AM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,0.6,12/8/2012,5:12 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,0.6,12/8/2012,6:17 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,0.6,12/8/2012,7:33 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,0.9,12/8/2012,8:34 AM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,1.8,12/8/2012,9:34 AM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,1.8,12/8/2012,2:20 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,1.8,12/8/2012,2:39 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,2,12/8/2012,1:37 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,2.1,12/8/2012,3:16 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,2.1,12/8/2012,3:35 PM,30,saturday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,0.4,12/9/2012,1:31 PM,30,sunday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,0.4,12/9/2012,1:51 PM,30,sunday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,0.8,12/9/2012,8:54 AM,30,sunday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30G,0.8,12/9/2012,9:49 AM,30,sunday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30D,0.1,12/12/2012,9:35 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30D,0.2,12/12/2012,8:35 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30D,0.5,12/12/2012,7:32 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30D,1.1,12/12/2012,5:16 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30D,1.1,12/12/2012,5:36 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30D,1.2,12/12/2012,9:17 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30D,1.2,12/12/2012,9:33 AM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30D,1.2,12/12/2012,3:16 PM,30,wednesday
12 Radio EM December,el paso (las cruces),KINT-FM,R,CNSELPA30D,1.4,12/12/2012,7:35 AM,30,wednesday
